SaleID,Date,Product,Quantity,Price,Total,Region
1144,2021-03-26,Tablet,5,400,1287.04,East
1145,2021-03-26,Tablet,3,400,824.77,South
1146,2021-03-26,Mouse,2,30,40.56,West
1147,2021-03-27,Mouse,3,30,63.58,South
1148,2021-03-27,Monitor,3,300,661.17,East
1149,2021-03-27,Headphones,4,100,260.56,South
1150,2021-03-27,Headphones,4,100,281.0,East
1151,2021-03-27,Mouse,2,30,46.87,North
1152,2021-03-28,Laptop,3,800,1776.2,West
1153,2021-03-28,Keyboard,4,50,159.73,North
1154,2021-03-28,Keyboard,5,50,193.94,South
1155,2021-03-28,Headphones,1,100,74.96,North
1156,2021-03-29,Keyboard,2,50,69.83,North
1157,2021-03-30,Phone,5,600,2329.4,West
1158,2021-03-30,Monitor,1,300,210.93,West
1159,2021-03-31,Phone,3,600,1444.68,West
1160,2021-04-01,Headphones,3,100,239.63,North
1161,2021-04-03,Mouse,5,30,101.07,North
1162,2021-04-03,Tablet,5,400,1565.11,North
1163,2021-04-04,Monitor,5,300,1160.75,North
1164,2021-04-04,Keyboard,3,50,114.95,South
1165,2021-04-04,Charger,4,25,74.24,West
1166,2021-04-05,Tablet,2,400,514.49,East
1167,2021-04-05,Tablet,3,400,766.39,South
1168,2021-04-06,Phone,4,600,1640.69,South
1169,2021-04-07,Headphones,5,100,371.14,South
1170,2021-04-07,Laptop,1,800,509.93,West
1171,2021-04-07,Keyboard,1,50,32.82,South
1172,2021-04-08,Tablet,3,400,768.67,East
1173,2021-04-09,Laptop,3,800,1928.29,South
1174,2021-04-09,Phone,5,600,2096.86,South
1175,2021-04-09,Mouse,3,30,69.73,South
1176,2021-04-09,Monitor,1,300,225.81,North
1177,2021-04-10,Laptop,3,800,1866.44,South
1178,2021-04-10,Tablet,1,400,307.63,West
1179,2021-04-11,Charger,1,25,15.98,East
1180,2021-04-11,Tablet,1,400,259.22,West
1181,2021-04-11,Tablet,1,400,265.61,South
1182,2021-04-12,Tablet,4,400,1209.08,North
1183,2021-04-13,Tablet,2,400,546.5,West
1184,2021-04-13,Phone,2,600,885.93,South
1185,2021-04-13,Monitor,1,300,190.91,South
1186,2021-04-13,Tablet,2,400,608.55,North
1187,2021-04-14,Tablet,4,400,1107.03,East
1188,2021-04-14,Mouse,3,30,65.88,South
1189,2021-04-14,Monitor,1,300,213.09,East
1190,2021-04-15,Tablet,5,400,1448.04,South
1191,2021-04-15,Charger,4,25,64.46,North
1192,2021-04-16,Monitor,4,300,798.52,North
1193,2021-04-16,Tablet,3,400,849.94,South
1194,2021-04-16,Headphones,1,100,71.3,South
1195,2021-04-17,Headphones,4,100,317.61,East
1196,2021-04-17,Headphones,3,100,214.68,South
1197,2021-04-18,Keyboard,5,50,180.21,North
1198,2021-04-18,Monitor,2,300,452.78,South
1199,2021-04-18,Mouse,5,30,114.07,South
1200,2021-04-18,Headphones,3,100,213.73,West
1201,2021-04-18,Mouse,3,30,69.4,North
1202,2021-04-18,Tablet,2,400,633.49,West
1203,2021-04-18,Keyboard,2,50,80.31,South
1204,2021-04-19,Monitor,1,300,231.63,South
1205,2021-04-19,Laptop,5,800,3081.68,East
1206,2021-04-20,Phone,4,600,1553.02,North
1207,2021-04-20,Phone,1,600,433.21,West
1208,2021-04-20,Laptop,5,800,3122.82,East
1209,2021-04-22,Laptop,2,800,1112.85,North
1210,2021-04-22,Tablet,2,400,521.65,North
1211,2021-04-22,Tablet,3,400,848.45,North
1212,2021-04-22,Phone,2,600,864.7,East
1213,2021-04-23,Laptop,2,800,1138.75,South
1214,2021-04-23,Mouse,3,30,60.94,West
1215,2021-04-23,Charger,3,25,48.55,North
1216,2021-04-23,Laptop,1,800,595.18,North
1217,2021-04-24,Headphones,4,100,319.23,North
1218,2021-04-24,Mouse,1,30,22.94,East
1219,2021-04-25,Charger,3,25,49.02,South
1220,2021-04-26,Laptop,2,800,1108.26,West
1221,2021-04-26,Monitor,4,300,848.6,West
1222,2021-04-26,Phone,1,600,422.52,South
1223,2021-04-27,Headphones,1,100,67.46,West
1224,2021-04-27,Phone,2,600,910.31,North
1225,2021-04-27,Headphones,1,100,65.41,West
1226,2021-04-28,Keyboard,2,50,77.79,South
1227,2021-04-29,Headphones,5,100,350.09,East
1228,2021-04-29,Mouse,2,30,39.51,North
1229,2021-04-30,Tablet,5,400,1470.07,North
1230,2021-04-30,Charger,4,25,69.22,North
1231,2021-04-30,Charger,4,25,75.89,East
1232,2021-04-30,Monitor,5,300,1075.99,North
1233,2021-04-30,Mouse,1,30,19.79,East
1234,2021-05-01,Laptop,4,800,2529.73,West
1235,2021-05-02,Headphones,4,100,305.78,West
1236,2021-05-02,Phone,5,600,2325.46,East
1237,2021-05-02,Laptop,5,800,2720.51,North
1238,2021-05-02,Laptop,2,800,1176.57,North
1239,2021-05-03,Tablet,1,400,263.81,North
1240,2021-05-04,Tablet,5,400,1319.99,North
1241,2021-05-05,Mouse,2,30,39.78,South
1242,2021-05-05,Mouse,2,30,46.28,South
1243,2021-05-06,Charger,4,25,69.26,East
1244,2021-05-06,Headphones,4,100,297.03,East
1245,2021-05-06,Mouse,3,30,62.34,West
1246,2021-05-07,Monitor,1,300,214.63,West
1247,2021-05-07,Laptop,5,800,2745.17,East
1248,2021-05-07,Headphones,5,100,329.98,North
1249,2021-05-07,Charger,2,25,35.81,North
1250,2021-05-08,Laptop,3,800,1559.21,West
1251,2021-05-08,Laptop,4,800,2453.98,East
1252,2021-05-09,Charger,5,25,90.33,North
1253,2021-05-09,Monitor,1,300,215.24,South
1254,2021-05-10,Laptop,5,800,2800.3,South
1255,2021-05-10,Laptop,5,800,2962.71,East
1256,2021-05-10,Headphones,2,100,148.0,West
1257,2021-05-11,Keyboard,5,50,161.93,West
1258,2021-05-11,Tablet,1,400,274.71,West
1259,2021-05-11,Mouse,2,30,44.26,South
1260,2021-05-12,Phone,4,600,1712.93,South
1261,2021-05-13,Tablet,3,400,923.07,North
1262,2021-05-14,Laptop,2,800,1153.04,South
1263,2021-05-14,Charger,1,25,17.19,South
1264,2021-05-14,Keyboard,2,50,71.73,South
1265,2021-05-15,Phone,2,600,830.78,South
1266,2021-05-15,Charger,2,25,36.26,North
1267,2021-05-16,Mouse,1,30,20.87,South
1268,2021-05-16,Charger,5,25,89.97,North
1269,2021-05-16,Laptop,2,800,1135.57,West
1270,2021-05-16,Tablet,1,400,273.99,West
1271,2021-05-17,Phone,3,600,1362.94,East
1272,2021-05-17,Phone,4,600,1550.24,East
1273,2021-05-18,Mouse,5,30,105.43,North
1274,2021-05-18,Monitor,4,300,944.69,East
1275,2021-05-18,Monitor,2,300,476.58,South
1276,2021-05-18,Tablet,5,400,1600.18,East
1277,2021-05-18,Charger,5,25,92.17,North
1278,2021-05-19,Tablet,2,400,583.65,East
1279,2021-05-19,Monitor,3,300,585.14,West
1280,2021-05-19,Tablet,2,400,553.31,West
1281,2021-05-19,Keyboard,5,50,181.83,North
1282,2021-05-20,Headphones,1,100,73.15,West
1283,2021-05-20,Mouse,4,30,76.54,West
1284,2021-05-21,Headphones,2,100,152.9,East
1285,2021-05-22,Monitor,2,300,443.03,West
1286,2021-05-22,Tablet,2,400,507.91,North
1287,2021-05-23,Laptop,1,800,626.59,North
1288,2021-05-23,Tablet,2,400,607.67,West
1289,2021-05-23,Charger,5,25,90.01,East
1290,2021-05-23,Tablet,4,400,1160.96,East
1291,2021-05-24,Phone,3,600,1428.58,North
1292,2021-05-24,Laptop,2,800,1044.48,East
1293,2021-05-24,Phone,1,600,469.76,South
1294,2021-05-24,Monitor,2,300,454.72,North
1295,2021-05-25,Tablet,2,400,631.53,South
1296,2021-05-25,Monitor,1,300,202.27,East
1297,2021-05-25,Phone,1,600,449.32,South
1298,2021-05-26,Phone,2,600,923.97,East
1299,2021-05-26,Tablet,3,400,827.73,South
1300,2021-05-26,Tablet,5,400,1546.72,West
1301,2021-05-26,Laptop,5,800,2545.67,East
1302,2021-05-27,Phone,4,600,1742.56,West
1303,2021-05-27,Keyboard,4,50,129.57,East
1304,2021-05-28,Charger,4,25,69.96,East
1305,2021-05-28,Laptop,4,800,2219.28,East
1306,2021-05-28,Tablet,4,400,1119.4,West
1307,2021-05-29,Headphones,4,100,266.88,South
1308,2021-05-29,Tablet,4,400,1054.68,North
1309,2021-05-29,Phone,3,600,1213.73,East
1310,2021-05-30,Mouse,2,30,40.19,North
1311,2021-05-30,Tablet,4,400,1030.02,North
1312,2021-05-31,Headphones,5,100,333.65,North
1313,2021-05-31,Charger,1,25,17.44,South
1314,2021-05-31,Phone,1,600,419.32,East
1315,2021-05-31,Mouse,4,30,86.2,South
1316,2021-06-01,Phone,4,600,1735.81,East
1317,2021-06-03,Headphones,4,100,273.73,West
1318,2021-06-03,Monitor,3,300,657.66,North
1319,2021-06-03,Tablet,2,400,639.23,South
1320,2021-06-03,Tablet,3,400,898.61,West
1321,2021-06-03,Mouse,1,30,22.98,North
1322,2021-06-03,Tablet,5,400,1541.73,West
1323,2021-06-04,Mouse,5,30,102.92,East
1324,2021-06-04,Monitor,3,300,599.89,West
1325,2021-06-05,Laptop,1,800,637.46,East
1326,2021-06-05,Keyboard,4,50,160.83,South
1327,2021-06-05,Mouse,5,30,98.46,North
1328,2021-06-05,Phone,3,600,1319.77,South
1329,2021-06-05,Monitor,1,300,228.67,South
1330,2021-06-05,Mouse,3,30,64.2,North
1331,2021-06-06,Charger,5,25,80.09,East
1332,2021-06-06,Charger,1,25,19.93,South
1333,2021-06-07,Monitor,4,300,941.62,West
1334,2021-06-08,Headphones,2,100,135.27,North
1335,2021-06-08,Phone,5,600,2078.56,North
1336,2021-06-08,Laptop,5,800,3218.92,West
1337,2021-06-08,Mouse,5,30,98.44,North
1338,2021-06-08,Laptop,4,800,2295.92,South
1339,2021-06-09,Headphones,1,100,75.23,East
1340,2021-06-09,Laptop,5,800,2835.66,South
1341,2021-06-09,Phone,5,600,2363.34,East
1342,2021-06-09,Mouse,3,30,69.74,West
1343,2021-06-11,Headphones,1,100,63.56,North
1344,2021-06-11,Tablet,4,400,1277.92,South
1345,2021-06-11,Charger,4,25,76.56,South
1346,2021-06-11,Headphones,4,100,321.31,West
1347,2021-06-11,Mouse,5,30,120.74,West
1348,2021-06-12,Headphones,2,100,151.85,South
1349,2021-06-13,Phone,2,600,761.21,North
1350,2021-06-13,Phone,4,600,1719.03,North
1351,2021-06-14,Mouse,1,30,19.8,South
1352,2021-06-14,Monitor,1,300,191.54,West
1353,2021-06-14,Monitor,3,300,662.6,South
1354,2021-06-15,Phone,4,600,1634.82,West
1355,2021-06-15,Headphones,3,100,236.61,West
1356,2021-06-16,Charger,5,25,79.7,West
1357,2021-06-16,Mouse,1,30,23.15,South
1358,2021-06-16,Phone,1,600,454.16,East
1359,2021-06-16,Tablet,4,400,1061.56,East
1360,2021-06-17,Keyboard,2,50,64.28,South
1361,2021-06-17,Mouse,2,30,45.99,West
1362,2021-06-17,Laptop,4,800,2091.51,East
1363,2021-06-18,Tablet,2,400,545.33,North
1364,2021-06-18,Headphones,5,100,380.5,West
1365,2021-06-18,Keyboard,2,50,65.17,North
1366,2021-06-18,Charger,1,25,17.41,East
1367,2021-06-19,Laptop,1,800,507.31,West
1368,2021-06-19,Charger,1,25,16.53,North
1369,2021-06-20,Charger,1,25,16.28,East
1370,2021-06-20,Monitor,5,300,1156.23,East
1371,2021-06-21,Charger,5,25,96.59,West
1372,2021-06-21,Mouse,1,30,22.16,East
1373,2021-06-21,Charger,3,25,50.98,West
1374,2021-06-22,Keyboard,4,50,143.14,North
1375,2021-06-22,Laptop,2,800,1201.76,East
1376,2021-06-23,Laptop,2,800,1236.43,North
1377,2021-06-23,Monitor,2,300,466.39,East
1378,2021-06-23,Laptop,1,800,553.57,East
1379,2021-06-23,Phone,1,600,456.02,North
1380,2021-06-24,Tablet,2,400,599.2,East
1381,2021-06-24,Mouse,1,30,20.63,North
1382,2021-06-24,Mouse,2,30,40.2,West
1383,2021-06-25,Mouse,4,30,82.49,South
1384,2021-06-25,Mouse,4,30,93.78,North
1385,2021-06-25,Tablet,2,400,535.33,West
1386,2021-06-25,Keyboard,1,50,36.74,East
1387,2021-06-26,Keyboard,1,50,36.71,North
1388,2021-06-26,Laptop,2,800,1283.75,North
1389,2021-06-28,Phone,1,600,401.28,East
1390,2021-06-28,Laptop,4,800,2257.84,West
1391,2021-06-28,Phone,5,600,2198.71,West
1392,2021-06-29,Mouse,4,30,85.6,East
1393,2021-06-29,Monitor,1,300,224.36,North
1394,2021-06-30,Tablet,3,400,864.74,West
1395,2021-06-30,Monitor,3,300,615.22,North
1396,2021-07-01,Phone,1,600,390.67,North
1397,2021-07-01,Mouse,2,30,39.94,North
1398,2021-07-01,Headphones,4,100,282.75,South
1399,2021-07-02,Laptop,2,800,1207.66,East
1400,2021-07-02,Mouse,2,30,38.56,South
1401,2021-07-03,Laptop,3,800,1668.71,East
1402,2021-07-04,Monitor,3,300,657.39,West
1403,2021-07-05,Mouse,5,30,114.71,North
1404,2021-07-05,Tablet,5,400,1302.43,East
1405,2021-07-05,Headphones,2,100,151.89,South
1406,2021-07-06,Phone,2,600,830.54,East
1407,2021-07-07,Phone,5,600,2030.33,West
1408,2021-07-07,Mouse,3,30,59.75,East
1409,2021-07-07,Laptop,3,800,1856.38,South
1410,2021-07-07,Mouse,2,30,43.19,West
1411,2021-07-07,Mouse,4,30,81.42,West
1412,2021-07-07,Keyboard,2,50,73.83,East
1413,2021-07-08,Headphones,5,100,332.9,North
1414,2021-07-08,Keyboard,4,50,148.09,South
1415,2021-07-09,Mouse,5,30,112.78,South
1416,2021-07-09,Headphones,5,100,341.82,East
1417,2021-07-09,Phone,2,600,814.49,North
1418,2021-07-09,Charger,3,25,60.47,West
1419,2021-07-10,Mouse,4,30,93.23,South
1420,2021-07-10,Keyboard,5,50,186.8,South
1421,2021-07-10,Headphones,3,100,222.58,East
1422,2021-07-10,Phone,3,600,1448.73,East
1423,2021-07-10,Mouse,1,30,20.3,South
1424,2021-07-11,Mouse,2,30,44.0,East
1425,2021-07-11,Charger,3,25,54.66,South
1426,2021-07-12,Charger,2,25,32.32,South
1427,2021-07-12,Mouse,5,30,110.75,West
1428,2021-07-12,Tablet,2,400,595.64,South
1429,2021-07-13,Monitor,2,300,428.96,North
1430,2021-07-13,Laptop,2,800,1270.56,East
1431,2021-07-13,Headphones,4,100,298.64,West
1432,2021-07-13,Keyboard,5,50,179.29,North
1433,2021-07-14,Laptop,1,800,566.07,West
1434,2021-07-14,Charger,5,25,100.29,South
1435,2021-07-15,Charger,4,25,69.95,West
1436,2021-07-16,Laptop,1,800,518.79,East
1437,2021-07-17,Charger,3,25,47.68,West
1438,2021-07-18,Monitor,4,300,858.58,South
1439,2021-07-18,Mouse,3,30,59.15,South
1440,2021-07-19,Laptop,3,800,1704.77,East
1441,2021-07-19,Tablet,1,400,308.23,North
1442,2021-07-19,Monitor,2,300,427.73,East
1443,2021-07-19,Phone,2,600,831.9,West
1444,2021-07-20,Monitor,2,300,414.86,East
1445,2021-07-20,Keyboard,2,50,75.45,West
1446,2021-07-20,Mouse,4,30,77.52,West
1447,2021-07-21,Laptop,2,800,1140.17,West
1448,2021-07-21,Charger,5,25,80.95,North
1449,2021-07-21,Charger,3,25,51.42,East
1450,2021-07-21,Phone,1,600,405.01,East
1451,2021-07-21,Charger,5,25,99.49,West
1452,2021-07-22,Charger,2,25,33.09,North
1453,2021-07-22,Laptop,1,800,508.72,East
1454,2021-07-22,Keyboard,1,50,38.86,East
1455,2021-07-24,Charger,3,25,49.83,East
1456,2021-07-25,Phone,2,600,890.6,East
1457,2021-07-25,Keyboard,1,50,37.01,North
1458,2021-07-25,Phone,5,600,2123.14,East
1459,2021-07-26,Tablet,5,400,1268.81,North
1460,2021-07-27,Tablet,1,400,295.46,North
1461,2021-07-27,Monitor,5,300,1146.82,North
1462,2021-07-27,Monitor,4,300,955.3,North
1463,2021-07-27,Monitor,5,300,1002.32,North
1464,2021-07-28,Phone,2,600,772.54,West
1465,2021-07-28,Keyboard,3,50,112.45,East
1466,2021-07-29,Mouse,4,30,77.68,North
1467,2021-07-30,Monitor,3,300,639.14,North
1468,2021-07-30,Headphones,1,100,72.44,East
1469,2021-07-30,Charger,1,25,16.31,West
1470,2021-07-30,Keyboard,2,50,79.57,North
1471,2021-07-30,Monitor,3,300,713.46,North
1472,2021-07-30,Tablet,5,400,1385.67,West
1473,2021-07-30,Headphones,3,100,229.87,South
1474,2021-07-31,Phone,4,600,1619.32,North
1475,2021-07-31,Mouse,3,30,68.18,North
1476,2021-07-31,Monitor,4,300,931.63,West
1477,2021-07-31,Laptop,2,800,1219.01,West
1478,2021-08-01,Charger,2,25,36.48,West
1479,2021-08-02,Laptop,5,800,3178.41,West
1480,2021-08-02,Charger,2,25,34.17,West
1481,2021-08-02,Tablet,4,400,1267.02,East
1482,2021-08-03,Mouse,2,30,45.9,North
1483,2021-08-03,Keyboard,2,50,70.42,South
1484,2021-08-03,Keyboard,1,50,36.5,West
1485,2021-08-04,Laptop,4,800,2101.88,South
1486,2021-08-04,Mouse,4,30,91.33,West
1487,2021-08-04,Keyboard,4,50,151.76,West
1488,2021-08-05,Monitor,4,300,838.93,East
1489,2021-08-05,Headphones,2,100,155.4,South
1490,2021-08-05,Tablet,3,400,920.25,North
1491,2021-08-05,Phone,1,600,392.23,North
1492,2021-08-06,Keyboard,4,50,131.54,South
1493,2021-08-07,Phone,2,600,952.33,North
1494,2021-08-08,Keyboard,2,50,67.64,East
1495,2021-08-08,Charger,5,25,92.58,North
1496,2021-08-08,Headphones,4,100,321.65,West
1497,2021-08-10,Keyboard,5,50,171.94,West
1498,2021-08-10,Laptop,4,800,2179.05,West
1499,2021-08-11,Headphones,1,100,66.13,East
1500,2021-08-12,Phone,3,600,1380.38,South
1501,2021-08-12,Mouse,2,30,40.26,East
1502,2021-08-13,Mouse,2,30,43.28,West
1503,2021-08-13,Headphones,4,100,319.98,East
1504,2021-08-14,Monitor,3,300,627.73,South
1505,2021-08-14,Tablet,4,400,1084.07,West
1506,2021-08-14,Mouse,1,30,23.8,South
1507,2021-08-15,Monitor,5,300,1085.99,South
1508,2021-08-15,Tablet,3,400,781.74,East
1509,2021-08-16,Headphones,4,100,308.99,South
1510,2021-08-16,Headphones,5,100,366.89,South
1511,2021-08-16,Charger,3,25,57.21,West
1512,2021-08-17,Phone,2,600,944.37,North
1513,2021-08-18,Phone,5,600,2406.48,West
1514,2021-08-18,Keyboard,5,50,164.09,West
1515,2021-08-19,Charger,2,25,36.62,West
1516,2021-08-19,Charger,1,25,16.61,West
1517,2021-08-19,Headphones,4,100,255.01,West
1518,2021-08-19,Monitor,2,300,406.37,North
1519,2021-08-20,Mouse,5,30,104.58,West
1520,2021-08-20,Laptop,4,800,2484.82,East
1521,2021-08-20,Keyboard,4,50,159.89,West
1522,2021-08-21,Monitor,4,300,766.6,West
1523,2021-08-21,Charger,5,25,88.36,South
1524,2021-08-21,Laptop,5,800,3160.67,North
1525,2021-08-21,Keyboard,1,50,38.38,West
1526,2021-08-21,Monitor,5,300,1035.47,East
1527,2021-08-21,Tablet,1,400,263.57,West
1528,2021-08-22,Headphones,4,100,255.69,South
1529,2021-08-22,Mouse,3,30,67.67,East
1530,2021-08-22,Phone,1,600,478.11,North
1531,2021-08-23,Laptop,2,800,1173.33,West
1532,2021-08-23,Tablet,4,400,1261.63,West
1533,2021-08-23,Headphones,1,100,64.75,South
1534,2021-08-23,Monitor,4,300,783.65,North
1535,2021-08-23,Phone,4,600,1898.38,North
1536,2021-08-24,Monitor,4,300,878.11,East
1537,2021-08-24,Charger,1,25,15.98,North
1538,2021-08-25,Mouse,4,30,95.27,West
1539,2021-08-25,Laptop,3,800,1908.92,East
1540,2021-08-26,Mouse,1,30,20.72,West
1541,2021-08-26,Keyboard,5,50,195.05,East
1542,2021-08-26,Charger,4,25,68.12,East
1543,2021-08-27,Keyboard,1,50,32.26,East
1544,2021-08-27,Tablet,5,400,1481.86,East
1545,2021-08-28,Charger,4,25,70.43,North
1546,2021-08-28,Monitor,5,300,1192.72,North
1547,2021-08-28,Headphones,4,100,258.91,West
1548,2021-08-28,Headphones,1,100,65.14,West
1549,2021-08-29,Keyboard,4,50,139.66,South
1550,2021-08-29,Tablet,5,400,1289.62,East
1551,2021-08-30,Mouse,3,30,70.11,South
1552,2021-08-31,Headphones,2,100,159.38,West
1553,2021-08-31,Monitor,3,300,721.03,West
1554,2021-08-31,Headphones,4,100,300.54,South
1555,2021-09-01,Tablet,2,400,532.9,South
1556,2021-09-01,Charger,1,25,17.26,South
1557,2021-09-01,Monitor,5,300,1143.59,East
1558,2021-09-01,Laptop,5,800,3154.31,South
1559,2021-09-02,Laptop,4,800,2250.87,North
1560,2021-09-03,Laptop,3,800,1637.68,North
1561,2021-09-03,Headphones,4,100,309.29,East
1562,2021-09-04,Headphones,3,100,200.38,West
1563,2021-09-04,Phone,5,600,2003.5,South
1564,2021-09-04,Tablet,1,400,319.17,West
1565,2021-09-05,Charger,1,25,17.6,East
1566,2021-09-05,Phone,4,600,1644.38,North
1567,2021-09-05,Headphones,5,100,397.49,East
1568,2021-09-06,Keyboard,1,50,38.52,West
1569,2021-09-06,Headphones,5,100,362.73,West
1570,2021-09-06,Phone,4,600,1528.78,North
1571,2021-09-06,Tablet,2,400,520.53,East
1572,2021-09-06,Charger,4,25,76.44,West
1573,2021-09-07,Headphones,2,100,137.67,South
1574,2021-09-07,Phone,2,600,864.54,South
1575,2021-09-07,Laptop,4,800,2192.91,South
1576,2021-09-07,Keyboard,4,50,143.52,East
1577,2021-09-07,Phone,1,600,380.82,East
1578,2021-09-08,Monitor,3,300,669.94,North
1579,2021-09-08,Laptop,1,800,572.02,South
1580,2021-09-08,Tablet,1,400,261.9,South
1581,2021-09-09,Keyboard,4,50,131.37,South
1582,2021-09-09,Charger,1,25,17.31,East
1583,2021-09-10,Monitor,5,300,1175.58,West
1584,2021-09-10,Headphones,4,100,322.03,South
1585,2021-09-10,Headphones,3,100,202.25,North
1586,2021-09-10,Tablet,3,400,767.95,South
1587,2021-09-11,Charger,5,25,100.17,West
1588,2021-09-11,Headphones,3,100,226.61,South
1589,2021-09-11,Headphones,2,100,129.59,North
1590,2021-09-11,Charger,5,25,92.07,North
1591,2021-09-11,Charger,1,25,16.23,West
1592,2021-09-12,Headphones,1,100,67.47,West
1593,2021-09-12,Charger,1,25,19.47,South
1594,2021-09-12,Laptop,4,800,2328.05,North
1595,2021-09-12,Phone,5,600,2255.97,North
1596,2021-09-12,Headphones,2,100,156.96,South
1597,2021-09-13,Headphones,1,100,78.69,South
1598,2021-09-13,Charger,5,25,89.23,West
1599,2021-09-13,Laptop,5,800,3191.25,South
1600,2021-09-14,Phone,4,600,1753.17,South
1601,2021-09-14,Keyboard,5,50,186.85,West
1602,2021-09-14,Headphones,5,100,364.03,West
1603,2021-09-14,Laptop,2,800,1066.35,North
1604,2021-09-14,Mouse,5,30,116.54,North
1605,2021-09-15,Monitor,3,300,613.14,North
1606,2021-09-15,Phone,1,600,463.81,South
1607,2021-09-15,Mouse,5,30,107.19,South
1608,2021-09-15,Phone,2,600,792.09,West
1609,2021-09-16,Phone,4,600,1836.52,South
1610,2021-09-17,Tablet,1,400,282.9,South
1611,2021-09-17,Phone,1,600,438.08,North
1612,2021-09-17,Headphones,1,100,66.25,East
1613,2021-09-18,Keyboard,5,50,196.67,South
1614,2021-09-18,Tablet,5,400,1400.27,North
1615,2021-09-19,Mouse,3,30,63.21,South
1616,2021-09-19,Mouse,2,30,43.24,North
1617,2021-09-19,Charger,3,25,49.43,North
1618,2021-09-20,Headphones,2,100,143.64,West
1619,2021-09-20,Laptop,1,800,619.63,North
1620,2021-09-20,Headphones,5,100,318.32,West
1621,2021-09-20,Mouse,4,30,80.06,East
1622,2021-09-21,Keyboard,2,50,76.6,East
1623,2021-09-22,Charger,3,25,59.75,North
1624,2021-09-22,Laptop,1,800,533.12,North
1625,2021-09-23,Laptop,1,800,530.63,West
1626,2021-09-23,Mouse,5,30,109.01,East
1627,2021-09-23,Laptop,5,800,2807.85,South
1628,2021-09-23,Monitor,5,300,1120.87,East
1629,2021-09-24,Phone,2,600,782.14,North
1630,2021-09-24,Tablet,3,400,900.85,South
1631,2021-09-25,Keyboard,4,50,136.93,South
1632,2021-09-25,Mouse,3,30,66.45,West
1633,2021-09-25,Charger,1,25,16.36,North
1634,2021-09-25,Charger,2,25,34.83,East
1635,2021-09-26,Mouse,5,30,103.07,North
1636,2021-09-26,Keyboard,3,50,99.58,South
1637,2021-09-26,Monitor,4,300,911.04,East
1638,2021-09-27,Monitor,4,300,908.72,West
1639,2021-09-27,Charger,5,25,94.35,North
1640,2021-09-27,Headphones,3,100,220.6,South
1641,2021-09-27,Headphones,3,100,214.18,South
1642,2021-09-27,Headphones,4,100,306.89,East
1643,2021-09-27,Tablet,5,400,1329.6,East
1644,2021-09-27,Phone,4,600,1719.01,East
1645,2021-09-28,Mouse,3,30,67.92,East
1646,2021-09-29,Phone,2,600,853.5,East
1647,2021-09-29,Laptop,4,800,2292.54,North
1648,2021-09-29,Tablet,1,400,296.22,East
1649,2021-09-30,Headphones,4,100,281.14,West
1650,2021-09-30,Keyboard,2,50,69.92,North
1651,2021-09-30,Keyboard,1,50,37.59,East
1652,2021-10-01,Keyboard,4,50,160.12,North
1653,2021-10-01,Headphones,3,100,194.25,West
1654,2021-10-01,Monitor,2,300,469.08,East
1655,2021-10-01,Laptop,3,800,1810.79,North
1656,2021-10-02,Charger,2,25,32.29,South
1657,2021-10-02,Phone,3,600,1197.18,South
1658,2021-10-02,Mouse,5,30,99.48,East
1659,2021-10-04,Monitor,2,300,463.59,North
1660,2021-10-04,Phone,2,600,922.48,West
1661,2021-10-04,Keyboard,5,50,159.16,West
1662,2021-10-05,Headphones,3,100,218.56,South
1663,2021-10-05,Mouse,4,30,79.97,West
1664,2021-10-05,Mouse,1,30,23.4,East
1665,2021-10-07,Headphones,4,100,286.26,West
1666,2021-10-07,Monitor,2,300,414.76,East
1667,2021-10-08,Keyboard,3,50,101.19,South
1668,2021-10-08,Headphones,1,100,63.82,North
1669,2021-10-08,Headphones,2,100,151.38,East
1670,2021-10-08,Phone,4,600,1660.57,East
1671,2021-10-08,Phone,1,600,449.92,West
1672,2021-10-08,Laptop,3,800,1777.67,South
1673,2021-10-09,Charger,3,25,50.9,East
1674,2021-10-09,Phone,4,600,1538.85,North
1675,2021-10-09,Headphones,1,100,68.42,North
1676,2021-10-10,Tablet,2,400,591.63,North
1677,2021-10-11,Phone,2,600,851.28,West
1678,2021-10-11,Monitor,2,300,429.57,East
1679,2021-10-11,Mouse,4,30,82.06,South
1680,2021-10-12,Headphones,2,100,137.25,South
1681,2021-10-12,Phone,4,600,1852.63,East
1682,2021-10-13,Monitor,5,300,1196.28,East
1683,2021-10-14,Monitor,2,300,381.33,West
1684,2021-10-15,Phone,3,600,1405.32,East
1685,2021-10-15,Mouse,2,30,43.27,North
1686,2021-10-15,Charger,5,25,100.74,South
1687,2021-10-15,Laptop,1,800,595.89,West
1688,2021-10-16,Monitor,5,300,1005.85,South
1689,2021-10-16,Laptop,3,800,1546.11,West
1690,2021-10-17,Phone,2,600,793.94,West
1691,2021-10-17,Laptop,3,800,1750.88,West
1692,2021-10-18,Headphones,2,100,129.93,North
1693,2021-10-18,Headphones,2,100,133.14,North
1694,2021-10-18,Charger,3,25,54.58,North
1695,2021-10-18,Mouse,5,30,119.28,East
1696,2021-10-19,Phone,2,600,943.0,West
1697,2021-10-19,Tablet,2,400,584.08,South
1698,2021-10-19,Tablet,4,400,1141.0,West
1699,2021-10-20,Phone,5,600,1913.46,North
1700,2021-10-20,Headphones,3,100,230.37,East
